unique_id,win_odds,win,win_return
2018551104046,267.4,0,0.0
2018551111073,144.3,0,0.0
2018551124036,141.9,0,0.0
2018551201062,156.5,0,0.0
2019550105041,45.9,0,0.0
2019550202071,111.1,0,0.0
2021550901029,9.3,0,0.0
2021550912037,28.9,0,0.0
2021551002068,1.9,1,1.9
2021551018032,65.2,0,0.0
2021551105062,108.4,0,0.0
2021551113082,74.5,0,0.0
2021551127061,37.2,0,0.0
2021551219025,9.2,0,0.0
2022550110015,32.2,0,0.0
2022550122062,88.7,0,0.0
20225502060510,14.1,0,0.0
2022550220043,43.9,0,0.0
2022550305034,70.0,0,0.0
2022550319019,46.8,0,0.0
2022550404011,11.1,0,0.0
2022550416022,14.4,0,0.0
2022550430057,6.9,0,0.0
2022550520018,20.8,0,0.0
2022550529039,11.4,0,0.0
2022550612044,154.5,0,0.0
2022550625032,47.8,0,0.0
2022550716038,41.5,0,0.0
2022550731017,9.0,0,0.0
2022550825018,23.2,0,0.0
2022550904022,30.4,0,0.0
2022550925014,13.7,0,0.0
2022551008038,57.2,0,0.0
2022551024035,56.6,0,0.0
2022551105027,134.3,0,0.0
2022551126016,123.9,0,0.0
2022551210043,215.0,0,0.0
20235501040110,171.5,0,0.0
2022550212091,59.2,0,0.0
2022550226082,100.4,0,0.0
20225503130810,149.2,0,0.0
20215502210110,1.4,1,1.4
20215503080211,1.8,0,0.0
2021550322031,6.4,0,0.0
2021550404065,11.2,0,0.0
2021550424023,1.1,1,1.1
2021550509053,2.5,0,0.0
2021550523066,2.3,1,2.3
2021550530078,1.3,0,0.0
2021550614086,8.2,0,0.0
2021551105114,37.6,0,0.0
2021551120031,20.0,0,0.0
2021551204064,18.1,0,0.0
2021551218069,114.2,0,0.0
2022550115077,172.2,0,0.0
2022550129041,73.6,0,0.0
2022550212041,195.0,0,0.0
2022550226032,67.8,0,0.0
2022550312027,52.9,0,0.0
2022550326038,83.1,0,0.0
2022550409037,82.6,0,0.0
2022550424056,76.1,0,0.0
2022550508054,60.1,0,0.0
2022550520094,143.9,0,0.0
2022550604031,123.1,0,0.0
2022550618037,72.9,0,0.0
2022550710022,150.4,0,0.0
2022550723025,66.8,0,0.0
2020550418071,1.7,1,1.7
2020550502108,1.1,1,1.1
2020550517113,1.2,1,1.2
2020550531104,10.4,0,0.0
2020551018094,1.4,0,0.0
20205511070310,3.0,0,0.0
2020551121112,11.0,0,0.0
2020551205036,2.3,0,0.0
2021550717013,25.0,0,0.0
2021550530101,5.5,0,0.0
2021550614102,29.3,0,0.0
20215506261111,6.8,0,0.0
2021550724085,15.5,0,0.0
2021550821089,42.6,0,0.0
2021550905066,22.3,0,0.0
20215509260910,35.6,0,0.0
2025550426035,5.3,0,0.0
2025550511045,2.8,0,0.0
2025550525048,2.6,0,0.0
2025550607028,2.0,0,0.0
2025550621059,5.3,0,0.0
20255507120511,8.3,0,0.0
2025550823076,40.7,0,0.0
2025550906061,17.6,0,0.0
20255509200710,14.1,1,14.1
2025551005096,23.4,0,0.0
2025551019103,15.1,0,0.0
2025551102105,13.8,0,0.0
2025551116107,39.0,0,0.0
2025551130096,26.5,0,0.0
2025551228098,67.9,0,0.0
2017550806027,4.2,0,0.0
2017550820028,3.3,0,0.0
20175509230311,5.2,1,5.2
2017551009091,55.6,0,0.0
2017551026036,6.3,0,0.0
2017551109031,8.1,0,0.0
2017551125019,39.3,0,0.0
2017551205026,7.4,0,0.0
2017550806028,12.0,1,12.0
2017550820045,1.3,0,0.0
2017550924058,1.1,1,1.1
2017551009092,4.9,0,0.0
2020550426061,25.9,0,0.0
2020550510066,7.2,0,0.0
2020550607079,5.9,0,0.0
2020550620069,8.7,0,0.0
2020550705072,23.8,0,0.0
2025550406053,2.6,0,0.0
2025550425031,24.1,0,0.0
2025550510021,23.8,0,0.0
2025550524024,17.7,0,0.0
2025550607021,9.7,0,0.0
2025550628089,18.3,0,0.0
2025550713082,9.7,0,0.0
20255508230811,10.8,1,10.8
2025550907078,7.8,1,7.8
2025550920111,5.2,0,0.0
2025551102086,12.3,0,0.0
2025551116083,9.3,0,0.0
2025551130035,39.7,0,0.0
2025551227084,46.1,0,0.0
2022551023101,12.9,1,12.9
2022551113051,5.4,0,0.0
2022551203092,14.4,0,0.0
2022551224083,22.4,0,0.0
2023550103041,20.4,0,0.0
2023550121078,206.2,0,0.0
2023550211088,40.8,0,0.0
2023550225082,30.6,0,0.0
2023550311097,73.8,0,0.0
2023550325087,90.2,0,0.0
2023550408082,139.0,0,0.0
2023550422107,105.7,0,0.0
2023550506091,71.8,0,0.0
2023550520103,91.9,0,0.0
2023550618071,72.9,0,0.0
20235507011011,127.0,0,0.0
20235507181111,101.4,0,0.0
2023550816115,72.2,0,0.0
2023550826096,106.0,0,0.0
2023550916072,96.8,0,0.0
2021550912022,11.0,0,0.0
2021551002037,47.0,0,0.0
2021551016015,61.1,0,0.0
2021551030113,6.0,0,0.0
2021551112047,17.1,0,0.0
2021551126045,61.9,0,0.0
2021551211076,47.4,0,0.0
2022550105021,9.7,0,0.0
20225501220310,25.8,0,0.0
20225502060210,65.1,0,0.0
2022550220026,66.9,0,0.0
2022550305014,17.0,0,0.0
20225503180511,53.0,0,0.0
2022550403027,11.2,0,0.0
2022550415058,11.4,0,0.0
2022550430032,13.6,0,0.0
2022550520015,13.9,0,0.0
2022550529045,8.9,0,0.0
2022550612057,3.3,0,0.0
2022550625047,55.9,0,0.0
2022550717013,19.9,0,0.0
2022550804035,41.6,0,0.0
2022550825012,21.7,0,0.0
2022550910016,3.3,0,0.0
20225509240910,58.3,0,0.0
2022551009034,68.0,0,0.0
2022551028037,485.9,0,0.0
2025550126063,5.7,0,0.0
20255503221110,11.6,0,0.0
2025550405038,9.0,0,0.0
2025550426099,24.7,0,0.0
2025550512086,8.8,0,0.0
20195512151210,94.0,0,0.0
2020550113095,20.8,0,0.0
2020550202111,200.8,0,0.0
2020550215112,56.9,0,0.0
2020550229118,86.3,0,0.0
20205503281110,96.5,0,0.0
2020550412094,169.0,0,0.0
2020550425122,133.3,0,0.0
20205505100710,94.2,0,0.0
2020550523098,266.0,0,0.0
2020550606097,269.6,0,0.0
2020550621087,341.1,0,0.0
2020550704063,180.1,0,0.0
2020550719064,154.4,0,0.0
2020550816082,129.2,0,0.0
2020550829093,214.2,0,0.0
2021550703086,3.9,0,0.0
2021550725098,5.5,0,0.0
20215508070911,6.1,0,0.0
2021550901107,12.3,0,0.0
2021550912118,22.4,0,0.0
2021551010106,7.8,1,7.8
2021551023093,2.8,1,2.8
2021551031104,2.8,0,0.0
2021551113048,26.0,0,0.0
2021551127041,23.8,0,0.0
2021551219082,3.1,0,0.0
2022550103114,31.2,0,0.0
2022550205073,16.7,0,0.0
2022550320033,21.7,0,0.0
2022550402041,24.2,0,0.0
2022550416042,34.3,0,0.0
2022550501091,29.1,0,0.0
20225505141011,7.8,0,0.0
2022550508115,5.7,0,0.0
2022550520109,1.8,1,1.8
2022550605097,4.5,0,0.0
2022550703101,21.1,0,0.0
2022550724099,42.5,0,0.0
2023550923097,7.2,1,7.2
2023551014102,1.4,1,1.4
2023551029108,1.5,0,0.0
2023551112108,2.6,1,2.6
2023551126104,2.0,0,0.0
2023551210089,4.0,0,0.0
20235512231110,4.3,1,4.3
2024550113116,16.4,0,0.0
2024550127086,10.4,0,0.0
20245502120910,24.7,0,0.0
2024550224075,30.1,0,0.0
2024550310086,277.4,0,0.0
2024550330044,14.5,0,0.0
2024550421069,52.2,0,0.0
2024550504045,10.1,0,0.0
2024550518045,111.3,0,0.0
2024550602052,75.7,0,0.0
2024550616105,17.8,0,0.0
2024550630094,14.1,0,0.0
2024550713051,39.1,0,0.0
2024550818102,14.9,0,0.0
2024550914113,48.6,0,0.0
2024550928047,44.5,0,0.0
